City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Mount Gambier,AU,-37.8333,140.7667,58.24,80,31,8.88,scattered clouds
348,Mahibadhoo,MV,3.7833,72.9667,81.19,76,100,17.52,overcast clouds
349,Hamilton,US,39.1834,-84.5333,54.55,42,1,1.99,clear sky
350,Tuatapere,NZ,-46.1333,167.6833,59.65,55,100,6.26,overcast clouds
351,Lenger,KZ,42.183,69.8839,49.44,57,41,8.23,scattered clouds
352,Sioux Lookout,CA,50.1001,-91.917,14.38,73,90,11.5,light snow
353,College,US,64.8569,-147.8028,-7.42,74,40,4.61,scattered clouds
354,Mazamari,PE,-11.3258,-74.5308,71.98,98,100,2.1,overcast clouds
355,Tessalit,ML,20.1986,1.0114,77.63,30,66,8.05,broken clouds
356,Mezen,RU,65.8522,44.24,15.01,94,99,5.86,overcast clouds
357,Banjar,ID,-8.19,114.9675,78.66,88,99,4.65,overcast clouds
358,Lindi,TZ,-10.0,39.7167,74.59,90,68,0.78,broken clouds
359,Pacific Grove,US,36.6177,-121.9166,69.91,27,1,4.0,clear sky
360,Merced,US,37.1666,-120.7516,64.89,31,2,8.25,clear sky
361,Teguldet,RU,57.3064,88.1667,20.35,93,100,8.88,overcast clouds
362,Bambous Virieux,MU,-20.3428,57.7575,76.21,83,40,4.61,scattered clouds
363,Saint-Francois,FR,46.4154,3.9054,33.67,91,98,4.61,overcast clouds
364,Wajima,JP,37.4,136.9,54.05,64,96,25.88,overcast clouds
365,Nebolchi,RU,59.1239,33.3454,30.0,86,100,9.55,overcast clouds
366,Lebu,CL,-37.6167,-73.65,60.15,75,22,8.57,few clouds
367,Aasiaat,GL,68.7098,-52.8699,29.5,89,100,22.88,light snow
368,Parati,BR,-23.2178,-44.7131,88.7,90,87,1.86,overcast clouds
369,Loiza,PR,18.4313,-65.8802,84.18,71,20,8.05,few clouds
370,Neiafu,TO,-18.65,-173.9833,83.08,74,20,5.75,few clouds
371,Necochea,AR,-38.5473,-58.7368,77.04,43,6,13.13,clear sky
372,Keningau,MY,5.3378,116.1602,72.05,98,100,1.25,overcast clouds
373,Marsh Harbour,BS,26.5412,-77.0636,69.75,64,100,17.13,overcast clouds
374,Cansancao,BR,-10.6672,-39.4992,84.52,47,86,7.74,overcast clouds
375,Boende,CD,-0.2167,20.8667,74.68,80,92,2.28,overcast clouds
376,Cururupu,BR,-1.8283,-44.8683,80.17,76,65,4.09,broken clouds
377,Ust-Maya,RU,60.4167,134.5333,-24.27,99,67,0.69,broken clouds
378,Srednekolymsk,RU,67.45,153.6833,-15.03,99,100,4.72,overcast clouds
379,Lucapa,AO,-8.4192,20.7447,65.59,96,100,1.5,light rain
380,Rocha,UY,-34.4833,-54.3333,80.15,37,0,9.42,clear sky
381,Hovd,MN,48.0056,91.6419,26.19,55,3,8.95,clear sky
382,Nola,IT,40.922,14.5329,58.37,73,89,5.39,overcast clouds
383,Sterling,US,39.0062,-77.4286,49.32,42,75,5.01,broken clouds
384,Hualmay,PE,-11.0964,-77.6139,69.51,76,86,10.27,overcast clouds
385,Merauke,ID,-8.4667,140.3333,80.37,78,100,4.9,overcast clouds
386,Tahe,CN,52.3333,124.7333,3.78,91,100,3.6,overcast clouds
387,Lodja,CD,-3.4833,23.4333,69.35,99,97,2.39,light rain
388,Severo-Yeniseyskiy,RU,60.3725,93.0408,14.63,90,100,8.39,overcast clouds
389,Spearfish,US,44.4908,-103.8594,33.89,47,1,3.0,clear sky
390,Vitim,RU,59.4511,112.5578,-0.89,96,99,2.48,overcast clouds
391,Kavieng,PG,-2.5744,150.7967,83.03,72,16,12.46,few clouds
392,Tet,HU,47.5192,17.508,31.87,86,0,4.61,clear sky
393,Ahuimanu,US,21.4447,-157.8378,83.91,53,75,9.22,broken clouds
394,Dakar,SN,14.6937,-17.4441,80.73,100,0,4.61,clear sky
395,Puerto Escondido,MX,15.85,-97.0667,83.23,69,1,5.75,clear sky
396,Kaspiysk,RU,42.8816,47.6392,37.58,80,90,18.01,overcast clouds
397,Matelandia,BR,-25.2408,-53.9964,91.76,46,100,4.27,overcast clouds
398,Gudivada,IN,16.45,80.9833,73.96,94,99,5.35,overcast clouds
399,Vaitape,PF,-16.5167,-151.75,80.94,73,7,7.18,clear sky
400,Eureka,US,40.8021,-124.1637,59.18,67,92,1.99,overcast clouds
401,Corning,US,42.1428,-77.0547,44.64,57,1,0.0,clear sky
402,Kafr Sawm,JO,32.6833,35.8,60.78,52,95,0.89,overcast clouds
403,Vao,NC,-22.6667,167.4833,75.04,81,100,16.89,overcast clouds
404,Panubigan,PH,7.4281,123.3466,78.75,84,98,4.83,overcast clouds
405,Juba,SS,4.8517,31.5825,81.28,36,2,2.06,clear sky
406,Avera,US,33.194,-82.5271,60.75,21,3,4.5,clear sky
407,Belaya Gora,RU,68.5333,146.4167,-28.93,100,91,4.45,overcast clouds
408,Ayagoz,KZ,47.9714,80.4392,22.12,86,100,2.42,overcast clouds
409,Arona,ES,28.0996,-16.681,63.82,77,40,1.01,scattered clouds
410,Bireun,ID,5.203,96.7009,77.27,84,100,6.11,overcast clouds
411,Half Moon Bay,US,37.4636,-122.4286,68.32,30,1,12.66,clear sky
412,San Carlos De Bariloche,AR,-41.1456,-71.3082,69.44,37,20,33.38,few clouds
413,Matamoros,MX,25.5333,-103.25,80.71,33,75,5.75,broken clouds
414,Talcahuano,CL,-36.7167,-73.1167,62.28,67,75,9.22,broken clouds
415,Solok,ID,-0.7918,100.6593,70.75,78,100,2.98,overcast clouds
416,Codajas,BR,-3.8367,-62.0569,82.71,70,100,2.93,overcast clouds
417,Namtsy,RU,62.7161,129.6658,-27.29,98,94,1.81,overcast clouds
418,Anloga,GH,5.7947,0.8973,82.58,79,87,10.71,overcast clouds
419,Tocopilla,CL,-22.092,-70.1979,67.42,63,97,7.83,overcast clouds
420,Port Hardy,CA,50.6996,-127.4199,44.6,93,90,24.16,light rain
421,Uberaba,BR,-19.7483,-47.9319,90.18,27,0,5.75,clear sky
422,Port Augusta,AU,-32.5,137.7667,66.7,83,100,17.76,overcast clouds
423,Aljezur,PT,37.3191,-8.8033,53.42,75,37,12.33,scattered clouds
424,San Ignacio,BZ,17.1561,-89.0714,74.53,90,96,3.87,overcast clouds
425,Baruun-Urt,MN,46.6806,113.2792,6.73,90,30,4.79,scattered clouds
426,Batsfjord,NO,70.6345,29.7185,30.2,86,75,5.75,light shower snow
427,Dnestrovsc,MD,46.6222,29.9133,37.76,63,1,4.27,clear sky
428,Okhotsk,RU,59.3833,143.3,7.41,73,41,13.67,scattered clouds
429,Nueva Guinea,NI,11.6876,-84.4562,81.03,75,98,7.34,overcast clouds
430,Dong Hoi,VN,17.4833,106.6,64.92,80,94,9.93,overcast clouds
431,Kinsale,IE,51.7075,-8.5306,37.24,93,20,10.36,few clouds
432,Neuquen,AR,-38.9516,-68.0591,93.09,22,20,6.91,few clouds
433,Leningradskiy,RU,69.3833,178.4167,-15.38,96,100,4.12,overcast clouds
434,Benjamin Aceval,PY,-24.9667,-57.5667,89.74,53,88,5.12,overcast clouds
435,Solnechnyy,RU,50.7214,136.6319,20.07,93,100,6.98,light snow
436,Atar,MR,20.5169,-13.0499,85.77,24,100,7.78,overcast clouds
437,Evensk,RU,61.95,159.2333,3.78,86,95,5.1,overcast clouds
438,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,89.71,46,100,3.06,overcast clouds
439,Orangeburg,US,33.4918,-80.8557,57.49,30,1,0.0,clear sky
440,Wakkanai,JP,45.4094,141.6739,32.31,70,100,14.74,light snow
441,Hailey,US,43.5196,-114.3153,41.9,59,1,11.5,clear sky
442,Cao Bang,VN,22.6667,106.25,57.11,93,100,1.48,overcast clouds
443,Cascavel,BR,-24.9558,-53.4553,85.6,39,40,5.75,scattered clouds
444,Karur,IN,10.95,78.0833,74.21,85,100,2.01,overcast clouds
445,Bazarnyye Mataki,RU,54.8833,49.9333,19.0,86,100,13.96,overcast clouds
446,La Ronge,CA,55.1001,-105.2842,-0.15,46,75,2.3,broken clouds
447,Finschhafen,PG,-6.6024,147.8681,80.92,76,81,2.44,light rain
448,Tatawin,TN,32.9297,10.4518,61.05,59,100,4.76,overcast clouds
449,Nador,MA,35.174,-2.9287,55.65,71,0,3.44,clear sky
450,Shimoda,JP,34.6667,138.95,48.11,62,0,26.37,clear sky
451,Marshfield,US,44.6689,-90.1718,49.95,53,1,6.91,clear sky
452,Princeton,US,25.5384,-80.4089,73.99,61,90,12.66,overcast clouds
453,Bremerton,US,47.5673,-122.6326,49.57,79,1,1.99,clear sky
454,Sorong,ID,-0.8833,131.25,80.67,82,40,5.1,scattered clouds
455,Cabedelo,BR,-6.9811,-34.8339,81.27,76,4,12.33,clear sky
456,Bukachacha,RU,52.9833,116.9167,0.63,81,100,1.52,overcast clouds
457,Toktogul,KG,41.8708,72.9402,38.86,59,12,3.76,few clouds
458,Krasnyy Kut,RU,50.95,46.9667,21.56,83,29,8.77,scattered clouds
459,Qandala,SO,11.472,49.8728,80.58,65,32,0.43,scattered clouds
460,Laguna De Perlas,NI,12.3429,-83.6712,80.33,78,65,11.39,broken clouds
461,Swan Hill,AU,-35.3378,143.5544,66.52,92,100,7.45,overcast clouds
462,Zhigansk,RU,66.7697,123.3711,-22.59,96,100,4.52,overcast clouds
463,Ocampo,MX,21.65,-101.5,74.28,26,10,12.08,clear sky
464,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,82,5,10.36,clear sky
465,Kholtoson,RU,50.2981,103.3097,8.17,92,11,3.49,few clouds
466,Ishigaki,JP,24.3448,124.1572,71.73,73,75,12.66,broken clouds
467,Neftekamsk,RU,56.092,54.2703,14.85,95,99,9.01,overcast clouds
468,Barstow,US,34.8986,-117.0228,65.48,15,0,17.9,clear sky
469,Bogovarovo,RU,58.9785,47.0246,19.22,93,100,8.88,light snow
470,Auki,SB,-8.7676,160.7034,81.72,74,43,4.9,scattered clouds
471,Gizo,SB,-8.103,156.8419,82.96,72,89,4.63,overcast clouds
472,Batagay-Alyta,RU,67.8006,130.4114,-24.3,88,88,3.62,overcast clouds
473,The Valley,AI,18.217,-63.0578,82.26,74,40,4.61,scattered clouds
474,Cozumel,MX,20.5083,-86.9458,78.94,63,40,11.01,scattered clouds
475,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,92.62,43,76,6.62,broken clouds
476,Prince Rupert,CA,54.3161,-130.3201,44.29,85,90,37.98,light rain
477,Curuca,BR,-0.7289,-47.8481,77.32,86,56,6.46,broken clouds
478,Ambon,ID,-3.6954,128.1814,77.14,94,40,8.05,scattered clouds
479,Waipawa,NZ,-41.4122,175.5153,63.3,51,94,5.17,overcast clouds
480,Kudligi,IN,14.9,76.3833,70.43,92,69,7.25,broken clouds
481,Kholm,RU,59.2667,32.85,30.9,83,100,8.1,overcast clouds
482,Bulgan,MN,48.8125,103.5347,18.1,72,10,4.65,clear sky
483,Bang Krathum,TH,16.5783,100.3003,70.57,87,86,3.4,overcast clouds
484,Kastamonu,TR,41.5,33.6667,38.01,88,100,5.77,overcast clouds
485,Valparaiso,CL,-33.0393,-71.6273,65.84,67,20,6.91,few clouds
486,Langxiang,CN,46.95,128.8833,7.52,98,98,3.47,overcast clouds
487,Tautira,PF,-17.7333,-149.15,86.02,77,41,8.57,scattered clouds
488,Egvekinot,RU,66.3167,-179.1667,-5.62,79,100,6.31,overcast clouds
489,Macapa,BR,0.0389,-51.0664,80.58,89,40,3.44,scattered clouds
490,Saryg-Sep,RU,51.5,95.6,4.68,95,84,3.96,broken clouds
491,Kodinsk,RU,58.6881,99.1844,18.48,94,98,5.66,overcast clouds
492,Januaria,BR,-15.4833,-44.3667,79.92,56,59,4.5,broken clouds
493,Hitoyoshi,JP,32.2167,130.75,50.7,81,100,2.08,overcast clouds
494,Guerrero Negro,MX,27.9769,-114.0611,69.21,63,85,13.82,overcast clouds
495,Gaoual,GN,11.75,-13.2,79.41,33,36,2.86,scattered clouds
496,Morogoro,TZ,-6.8167,37.6667,73.51,89,44,4.85,scattered clouds
497,Suslovo,RU,56.2167,88.1167,21.11,95,100,10.45,light snow
498,Huntsville,US,34.7304,-86.5861,61.05,32,40,1.01,scattered clouds
499,Tuy Hoa,VN,13.0833,109.3,74.75,90,91,14.43,overcast clouds
500,Ekhabi,RU,53.5102,142.9671,30.09,89,84,4.0,broken clouds
501,Bereda,ES,43.2686,-7.5406,49.01,100,70,1.81,moderate rain
502,Morant Bay,JM,17.8815,-76.4093,85.62,73,83,13.4,broken clouds
503,Korla,CN,41.7597,86.1469,27.25,59,8,2.62,clear sky
504,Den Helder,NL,52.9599,4.7593,46.38,93,90,5.99,mist
505,Santarem,BR,-2.4431,-54.7083,87.93,74,20,4.61,few clouds
506,Nizhniy Chir,RU,48.3597,43.0865,26.28,48,1,7.36,clear sky
507,Port-Gentil,GA,-0.7193,8.7815,79.18,85,99,11.1,moderate rain
508,Kwinana,AU,-32.25,115.7667,64.24,73,2,13.2,clear sky
509,Ust-Ishim,RU,57.6935,71.1665,3.85,99,93,4.21,overcast clouds
510,Miguel Calmon,BR,-11.4289,-40.595,73.4,85,87,3.85,overcast clouds
511,Tiznit,MA,29.5833,-9.5,53.67,75,13,5.61,few clouds
512,Burnie,AU,-41.0667,145.9167,60.03,63,5,7.54,clear sky
513,Nanakuli,US,21.3906,-158.1547,84.15,56,75,5.75,broken clouds
514,Pilar,BR,-9.5972,-35.9567,80.53,75,15,10.47,few clouds
515,Jian,CN,27.1172,114.9793,48.09,62,98,1.19,overcast clouds
516,La Primavera,CO,5.4906,-70.4092,75.06,88,100,2.86,overcast clouds
517,Hofn,IS,64.2539,-15.2082,28.4,56,100,7.94,overcast clouds
518,Farafangana,MG,-22.8167,47.8333,76.39,92,99,8.75,overcast clouds
519,Verkh-Usugli,RU,52.7,115.1667,-6.29,95,36,1.63,scattered clouds
520,Altamira,BR,-3.2033,-52.2064,75.29,100,90,3.44,overcast clouds
521,Yantal,RU,56.8471,105.2542,10.99,100,98,3.91,overcast clouds
522,Hefei,CN,31.8639,117.2808,39.22,87,0,8.95,clear sky
523,Walvis Bay,NA,-22.9575,14.5053,60.1,82,51,8.05,broken clouds
524,Nalut,LY,30.3333,10.85,66.29,37,100,8.32,overcast clouds
525,Bilma,NE,18.6853,12.9164,77.68,18,0,7.09,clear sky
526,Henties Bay,NA,-22.116,14.2845,59.86,86,73,2.19,broken clouds
527,Itoman,JP,26.1247,127.6694,62.62,67,75,3.44,broken clouds
528,Kinshasa,CD,-4.3246,15.3215,73.31,96,100,3.78,moderate rain
529,Jieshi,CN,22.8134,115.8257,62.94,65,2,5.95,clear sky
530,Shatsk,RU,54.0258,41.7119,25.0,93,100,19.77,light snow
531,Qaqortoq,GL,60.7167,-46.0333,32.5,98,100,18.43,snow
532,Klyuchi,RU,52.2667,79.1667,27.99,98,100,3.69,snow
533,Sechura,PE,-5.5569,-80.8222,75.11,62,92,12.8,overcast clouds
534,Belyy Yar,RU,53.6039,91.3903,24.69,72,0,2.24,clear sky
535,Quelimane,MZ,-17.8786,36.8883,82.35,83,75,10.36,light rain
536,Maceio,BR,-9.6658,-35.7353,81.84,78,0,13.8,clear sky
537,Broken Hill,AU,-31.95,141.4333,64.71,94,100,11.74,moderate rain
538,Havoysund,NO,70.9963,24.6622,26.83,88,100,8.34,light snow
539,Pemangkat,ID,1.1667,108.9667,78.48,84,100,2.19,overcast clouds
540,Kinkala,CG,-4.3614,14.7644,71.24,96,100,1.21,moderate rain
541,Harper,LR,4.375,-7.7169,80.01,83,46,7.16,scattered clouds
542,Alofi,NU,-19.0595,-169.9187,84.09,70,40,6.91,scattered clouds
543,Mahina,PF,-17.5065,-149.489,85.77,66,20,17.27,few clouds
544,Kuldur,RU,49.2167,131.6333,5.11,98,90,2.71,overcast clouds
545,Isfana,KG,39.8386,69.5306,32.56,53,0,10.11,clear sky
546,Okitipupa,NG,6.5047,4.7839,76.8,92,10,2.13,clear sky
547,Fort-Shevchenko,KZ,44.5086,50.263,37.49,63,98,18.28,overcast clouds
548,Rovaniemi,FI,66.5,25.7167,6.21,85,0,3.44,clear sky
549,Bujaru,BR,-1.515,-48.0447,78.82,88,98,4.52,overcast clouds
550,Phan Thiet,VN,10.9333,108.1,75.54,83,100,5.28,overcast clouds
551,Guiyang,CN,26.5833,106.7167,39.69,93,40,0.0,scattered clouds
552,Aswan,EG,24.0934,32.907,69.1,30,76,8.03,broken clouds
553,San Policarpo,PH,12.1791,125.5072,81.68,84,100,12.95,overcast clouds
554,Ballina,AU,-28.8667,153.5667,73.44,99,100,8.61,moderate rain
555,Salinopolis,BR,-0.6136,-47.3561,81.5,74,65,10.71,broken clouds
556,Bela,IN,25.9333,81.9833,62.73,37,0,1.95,clear sky
557,Byron Bay,AU,-28.65,153.6167,74.05,89,100,9.75,moderate rain
558,Galesong,ID,-5.3166,119.3661,77.02,80,100,2.19,overcast clouds
559,Opuwo,NA,-18.0607,13.84,71.44,21,0,9.06,clear sky
560,San Andres,CO,12.5847,-81.7006,84.22,74,90,10.36,overcast clouds
561,Barra De Sao Francisco,BR,-18.755,-40.8908,75.33,78,100,5.46,light rain
562,Marzuq,YE,14.4,46.4667,66.04,15,48,2.82,scattered clouds
563,Sabha,LY,27.0377,14.4283,72.14,27,57,8.79,broken clouds
564,Abu Samrah,SY,35.3029,37.1841,59.22,58,23,4.81,few clouds
565,Gambela,ET,8.25,34.5833,80.91,39,77,3.8,broken clouds
566,Waterloo,CA,43.4668,-80.5164,43.72,72,90,11.99,overcast clouds
567,General Pico,AR,-35.6566,-63.7568,87.6,31,86,1.54,moderate rain
568,Wenatchee,US,47.4235,-120.3103,47.08,66,1,1.99,clear sky
569,Hillsborough,US,37.5741,-122.3794,67.73,30,1,3.0,clear sky
570,Pandan,PH,14.0453,124.1694,80.06,88,100,13.85,overcast clouds
571,Senanga,ZM,-16.1167,23.2667,81.21,24,95,2.93,overcast clouds
572,Bowen,AU,-20.0167,148.2333,78.84,84,100,7.96,light rain
573,Aripuana,BR,-9.1667,-60.6333,81.99,74,100,2.26,overcast clouds
574,Port Keats,AU,-14.25,129.55,81.73,84,100,4.32,overcast clouds
575,Krasnoselkup,RU,65.7,82.4667,6.06,95,100,11.07,overcast clouds
576,Kruisfontein,ZA,-34.0033,24.7314,57.88,86,6,3.22,clear sky
577,Pallisa,UG,1.145,33.7094,65.52,81,10,1.61,light rain
578,Lukovetskiy,RU,64.2956,41.9211,8.58,96,100,3.89,light snow
579,Mikhaylovka,RU,50.06,43.2379,20.7,59,8,9.98,clear sky
580,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,67,20,9.22,few clouds
581,Seymchan,RU,62.8833,152.4333,-26.61,98,100,0.69,overcast clouds
582,San Cristobal,VE,7.7669,-72.225,68.18,91,69,2.59,broken clouds
583,Pochutla,MX,15.7432,-96.4661,87.62,47,3,7.92,clear sky
584,Burns Lake,CA,54.2331,-125.7533,31.42,75,100,8.1,overcast clouds
585,Riyadh,SA,24.6877,46.7219,59.14,34,0,4.38,clear sky
586,Lamu,KE,-2.2717,40.902,82.62,86,72,10.78,broken clouds
587,Shiyan,CN,32.6475,110.7781,45.77,72,0,5.86,clear sky
588,Vallenar,CL,-28.5708,-70.7581,79.81,23,0,8.52,clear sky
589,Camana,PE,-16.6228,-72.7111,67.75,80,100,6.96,overcast clouds
590,Donskoy,RU,53.9711,38.3363,29.82,93,97,18.68,overcast clouds
591,Ilhabela,BR,-23.7781,-45.3581,73.58,80,62,3.4,broken clouds
592,Yerbogachen,RU,61.2767,108.0108,11.8,98,100,4.7,overcast clouds
593,Daru,PG,-9.0763,143.2092,81.07,84,100,4.05,overcast clouds
594,Silifke,TR,36.3778,33.9344,61.34,84,97,4.41,light rain
595,Karakol,KG,42.4907,78.3936,26.01,54,5,6.13,clear sky
596,Strezhevoy,RU,60.7333,77.5889,-4.02,98,100,7.05,overcast clouds
597,Tazovskiy,RU,67.4667,78.7,5.38,94,100,10.0,overcast clouds
598,Jerome,US,42.7241,-114.5186,40.55,60,1,16.11,clear sky
599,Steenwijk,NL,52.7875,6.1208,44.94,90,100,1.99,overcast clouds
600,Palmer,US,42.1584,-72.3287,42.03,27,20,9.22,few clouds
601,Maniitsoq,GL,65.4167,-52.9,30.52,69,97,6.38,overcast clouds
602,Dandong,CN,40.1292,124.3947,28.36,60,0,6.26,clear sky
603,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,77,75,27.56,broken clouds
604,Shubarshi,KZ,48.5872,57.1869,8.76,83,51,11.25,broken clouds
605,Sydney,AU,-33.8679,151.2073,70.9,94,90,1.01,moderate rain
606,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,89.38,28,16,7.16,few clouds
607,San Ramon,US,37.7799,-121.978,66.83,32,1,4.0,clear sky
608,Khorixas,NA,-20.3667,14.9667,64.35,38,0,5.08,clear sky
609,Uruzgan,AF,32.8333,66.0,42.76,62,5,5.19,clear sky
610,Nema,RU,57.5067,50.5011,13.51,93,100,8.55,overcast clouds
611,Dongsheng,CN,39.8161,109.9776,27.25,40,0,6.49,clear sky
612,Foam Lake,CA,51.65,-103.5343,-2.18,89,5,4.05,clear sky
613,Flin Flon,CA,54.7682,-101.865,1.24,55,1,4.61,clear sky
614,Lewiston,US,44.1003,-70.2148,38.48,47,1,11.5,clear sky
615,Gat,IL,31.61,34.7642,63.39,69,99,4.23,overcast clouds
616,Point Pedro,LK,9.8167,80.2333,78.84,86,100,14.38,moderate rain
617,Wabrzezno,PL,53.2799,18.9477,43.9,88,100,7.94,overcast clouds
618,Frontera,MX,26.9333,-101.45,82.53,26,82,6.38,broken clouds
619,Mahanoro,MG,-19.9,48.8,74.73,91,100,2.66,overcast clouds
620,Sholokhovskiy,RU,48.2807,41.0459,19.26,62,2,6.13,clear sky
621,San Buenaventura,MX,27.0833,-101.5333,82.49,26,95,3.98,overcast clouds
622,Inverness,GB,57.4791,-4.224,41.99,81,40,14.97,scattered clouds
623,Parabel,RU,58.6978,81.4825,11.37,93,97,8.88,overcast clouds
624,Mbuji-Mayi,CD,-6.15,23.6,71.2,90,69,3.2,broken clouds
625,Almeirim,BR,-1.5233,-52.5817,83.71,67,93,2.93,overcast clouds
626,Huarmey,PE,-10.0681,-78.1522,69.78,79,96,10.38,overcast clouds
627,Avila,ES,40.5833,-5.0,36.64,98,100,5.46,overcast clouds
628,Lakatoro,VU,-16.0999,167.4164,80.28,74,86,13.67,overcast clouds
629,Muisne,EC,0.6,-80.0333,80.71,80,88,10.13,overcast clouds
630,Itigi,TZ,-5.7,34.4833,70.5,53,56,0.63,broken clouds
631,Tilichiki,RU,60.4667,166.1,-1.71,97,44,6.82,scattered clouds
632,Ramacca,IT,37.3881,14.6927,58.06,94,44,1.25,scattered clouds
633,Isangel,VU,-19.55,169.2667,73.81,88,100,18.72,light rain
634,Lashio,MM,22.9333,97.75,55.35,98,8,1.74,clear sky
635,Bull Savanna,JM,17.8868,-77.5902,78.71,70,75,4.32,broken clouds
636,Hofu,JP,34.05,131.5667,53.49,70,64,9.06,broken clouds
637,Robertsport,LR,6.7533,-11.3686,81.88,77,20,8.41,few clouds
638,Richards Bay,ZA,-28.783,32.0377,67.05,60,100,11.54,overcast clouds
639,Port Lincoln,AU,-34.7333,135.8667,60.31,82,11,20.56,few clouds
640,Milevsko,CZ,49.4509,14.36,36.72,95,6,5.14,clear sky
641,Dunedin,NZ,-45.8742,170.5036,60.6,64,100,1.97,overcast clouds
642,Grodig,AT,47.7333,13.0333,32.52,93,75,3.44,broken clouds
643,Sabla,NG,12.7525,4.7077,83.82,16,100,9.55,overcast clouds
644,Nome,US,64.5011,-165.4064,-2.13,65,1,9.22,clear sky
645,Singuilucan,MX,19.9667,-98.5167,62.42,48,59,2.95,broken clouds
646,Progreso,MX,21.2833,-89.6667,86.11,58,3,14.29,clear sky
647,Norfolk,US,42.1668,-71.2495,41.88,35,0,1.01,clear sky
648,Coihaique,CL,-45.5752,-72.0662,61.41,51,75,6.91,broken clouds
649,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-3.93,100,95,2.91,overcast clouds
650,Solton,RU,52.8429,86.4787,27.72,95,100,6.93,light snow
651,Acarau,BR,-2.8856,-40.12,82.06,76,18,16.8,few clouds
652,Roald,NO,62.5833,6.1333,40.15,87,75,8.05,light intensity shower rain
653,Cervo,ES,43.6702,-7.4101,51.96,79,74,8.9,broken clouds
654,Chimoio,MZ,-19.1164,33.4833,68.0,96,100,6.06,light rain
655,Trinidad,BO,-14.8333,-64.9,82.38,83,75,6.91,heavy intensity rain
656,Kisangani,CD,0.5167,25.2,73.92,75,34,1.14,scattered clouds
657,Yar-Sale,RU,66.8333,70.8333,1.63,97,100,2.95,overcast clouds
658,Aykino,RU,62.2248,49.9922,8.47,97,100,4.72,overcast clouds
659,Nahrin,AF,36.0649,69.1334,49.24,42,92,2.01,overcast clouds
660,Kautokeino,NO,69.0125,23.0412,-6.88,100,82,2.37,broken clouds
661,Palaikastron,GR,35.2,26.25,61.75,76,100,13.65,overcast clouds
662,Kitami,JP,43.8031,143.8908,28.11,68,65,4.59,broken clouds
663,Port Macquarie,AU,-31.4333,152.9167,71.89,100,90,9.22,light rain
664,Mogzon,RU,51.7435,111.9606,-1.37,100,97,1.95,overcast clouds
665,At-Bashi,KG,41.1702,75.8106,20.77,52,41,2.66,scattered clouds
666,Panji,ID,-7.7253,114.0995,76.01,85,94,4.65,overcast clouds
667,Raudeberg,NO,61.9875,5.1352,37.2,63,100,11.36,overcast clouds
668,Asosa,ET,10.0667,34.5333,69.73,38,96,2.89,overcast clouds
669,Lae,PG,-6.7221,146.9847,78.64,78,98,6.04,overcast clouds
670,Gold Coast,AU,-28.0,153.4333,75.24,97,75,1.01,light intensity shower rain
671,Pastos Bons,BR,-6.6017,-44.0767,79.09,72,97,3.11,overcast clouds
672,Cabra,ES,37.4725,-4.4421,50.4,79,98,1.99,overcast clouds
673,Les Herbiers,FR,46.8667,-1.0167,36.39,77,72,8.05,broken clouds
674,Tashtyp,RU,52.7939,89.8983,14.56,95,89,3.09,overcast clouds
675,Kizema,RU,61.113,44.8302,20.97,94,100,7.2,light snow
676,Darnah,LY,32.767,22.6367,64.89,77,40,9.08,scattered clouds
677,Saint-Augustin,CA,51.226,-58.6502,45.48,96,100,15.59,overcast clouds
678,Itarema,BR,-2.9248,-39.9167,81.66,76,23,15.93,few clouds
679,Ouargaye,BF,11.5033,0.0572,84.74,17,0,8.03,clear sky
680,Revda,RU,56.801,59.9303,9.41,93,92,8.95,overcast clouds
681,Bilibino,RU,68.0546,166.4372,-8.41,89,100,0.65,overcast clouds
682,Bojnurd,IR,37.4747,57.329,39.15,65,0,2.3,clear sky
683,Acari,PE,-15.4311,-74.6158,73.06,66,97,7.25,overcast clouds
684,Tabou,CI,4.423,-7.3528,80.08,83,38,6.87,scattered clouds
685,Shenjiamen,CN,29.9576,122.298,51.35,65,5,5.91,clear sky
686,Wajir,KE,1.7471,40.0573,86.97,35,11,7.09,few clouds
687,Iracoubo,GF,5.4802,-53.2011,81.07,79,90,7.38,overcast clouds
688,Bairiki,KI,1.3292,172.9752,84.2,70,20,8.05,few clouds
689,Xanlar,AZ,40.5869,46.3158,45.91,71,90,11.5,overcast clouds
690,Bay Roberts,CA,47.5999,-53.2648,51.06,90,100,7.0,overcast clouds
691,Alice Springs,AU,-23.7,133.8833,60.35,82,0,9.22,clear sky
692,Clyde River,CA,70.4692,-68.5914,5.23,85,89,16.11,overcast clouds
693,Skjervoy,NO,70.0311,20.9714,28.04,63,81,8.66,broken clouds
694,Alamosa,US,37.4695,-105.87,49.98,29,90,1.32,overcast clouds
695,Sehithwa,BW,-20.4667,22.7167,78.75,17,0,5.99,clear sky
